5,3,.0214511,0
5,5,.0206811,0
6,3,.0268063,0
6,3,.083037,0
6,3,.025519,0
6,5,.0624529,0
5,3,.0630533,0
5,5,.120835,0
7,3,.0331571,0
7,3,.0943256,0
7,3,.0642245,0
7,3,.0354183,0
7,3,.0262103,0
6,3,.133028,0
7,5,.203448,0
7,5,.433694,0
7,5,.122727,0
7,5,.127008,0
7,5,.0263159,0
7,5,.383427,0
7,3,.0389946,0
7,3,.0447876,0
7,3,.115188,0
7,3,.0457273,0
7,3,.116181,0
7,3,.0468194,0
7,3,.0433408,0
7,3,.076479,0
7,3,.0345599,0
7,3,.0777891,0
7,4,.275295,0
7,4,.115372,0
7,4,.443667,0
7,4,.0818343,0
7,4,.671459,0
7,4,.120422,0
7,4,.16314,0
7,5,.401167,0
7,5,.323874,0
7,5,.160997,0
7,5,.129159,0
7,5,.284006,0
7,5,.433782,0
7,5,.371649,0
7,5,.890292,0
7,6,.172761,0
7,6,.172605,0
7,7,.788735,0
7,7,.483665,0
7,10,.428523,0
7,10,1.19039,0
7,12,.42404,0
8,3,.252035,0
8,3,.152522,0
8,3,.0569937,0
8,3,.151002,0
8,3,.0985432,0
8,3,.0508822,0
8,3,.188758,0
8,3,.11354,0
8,3,.0566847,0
8,3,.164865,0
8,3,.152492,0
8,3,.0923336,0
8,3,.0517142,0
8,3,.181851,0
8,3,.0539858,0
8,3,.153793,0
8,3,.0513901,0
8,3,.0943857,0
8,3,.143141,0
8,3,.0419745,0
8,3,.0530595,0
8,3,.0954653,0
8,3,.107247,0
8,3,.149449,0
8,3,.222592,0
8,3,.182365,0
8,3,.140709,0
8,3,.0486567,0
8,3,.039598,0
8,3,.0545549,0
8,3,.0542276,0
8,3,.153174,0
8,3,.0413978,0
8,3,.101627,0
8,3,.0457179,0
8,3,.112977,0
8,3,.0443003,0
8,3,.0514974,0
8,3,.158785,0
8,3,.0513387,0
8,3,.092563,0
8,3,.0511566,0
8,3,.0369562,0
8,3,.142161,0
8,3,.0519719,0
8,3,.179941,0
8,3,.0959915,0
8,3,.0439936,0
8,3,.20354,0
8,3,.0882411,0
8,3,.148417,0
7,3,.108662,0
8,3,.0422962,0
8,3,.104916,0
8,3,.0433401,0
8,3,.138126,0
8,3,.0506537,0
8,4,.623659,0
8,4,.151742,0
8,4,.629613,0
8,4,.228083,0
8,4,.296936,0
8,4,.19188,0
8,4,.194153,0
8,4,.429639,0
8,4,.152288,0
8,4,.146904,0
8,4,.221634,0
8,4,.106437,0
8,4,.15423,0
8,4,.0900148,0
8,4,.195899,0
8,4,.502714,0
8,4,.203649,0
8,4,.196576,0
8,4,.141155,0
8,4,.306906,0
8,4,.154675,0
8,4,.14714,0
8,4,.372931,0
8,4,.188184,0
8,4,.341875,0
8,4,.0957924,0
8,4,.153377,0
8,4,.321969,0
8,4,.320968,0
8,4,.657159,0
8,4,.534435,0
8,4,.245625,0
8,4,.728757,0
